model,path,slice_idx,dice
SAM-vit_h,spleen_10.nii.gz,41,nan
SAM-vit_h,spleen_10.nii.gz,42,nan
SAM-vit_h,spleen_10.nii.gz,43,nan
SAM-vit_h,spleen_10.nii.gz,44,nan
SAM-vit_h,spleen_10.nii.gz,45,nan
SAM-vit_h,spleen_10.nii.gz,46,nan
SAM-vit_h,spleen_10.nii.gz,47,nan
SAM-vit_h,spleen_10.nii.gz,48,nan
SAM-vit_h,spleen_10.nii.gz,49,nan
SAM-vit_h,spleen_10.nii.gz,50,nan
SAM-vit_h,spleen_10.nii.gz,51,nan
SAM-vit_h,spleen_10.nii.gz,52,nan
SAM-vit_h,spleen_10.nii.gz,53,nan
SAM-vit_h,spleen_10.nii.gz,54,nan
SAM-vit_h,spleen_12.nii.gz,0,nan
SAM-vit_h,spleen_12.nii.gz,1,nan
SAM-vit_h,spleen_12.nii.gz,2,nan
SAM-vit_h,spleen_12.nii.gz,3,nan
SAM-vit_h,spleen_12.nii.gz,4,nan
SAM-vit_h,spleen_12.nii.gz,5,nan
SAM-vit_h,spleen_12.nii.gz,6,nan
SAM-vit_h,spleen_12.nii.gz,7,nan
SAM-vit_h,spleen_12.nii.gz,8,nan
SAM-vit_h,spleen_12.nii.gz,9,nan
SAM-vit_h,spleen_12.nii.gz,10,nan
SAM-vit_h,spleen_12.nii.gz,11,nan
SAM-vit_h,spleen_12.nii.gz,12,nan
SAM-vit_h,spleen_12.nii.gz,13,nan
SAM-vit_h,spleen_12.nii.gz,14,nan
SAM-vit_h,spleen_12.nii.gz,15,nan
SAM-vit_h,spleen_12.nii.gz,16,nan
SAM-vit_h,spleen_12.nii.gz,17,nan
SAM-vit_h,spleen_12.nii.gz,18,nan
SAM-vit_h,spleen_12.nii.gz,19,nan
SAM-vit_h,spleen_12.nii.gz,20,nan
SAM-vit_h,spleen_12.nii.gz,21,nan
SAM-vit_h,spleen_12.nii.gz,22,nan
SAM-vit_h,spleen_12.nii.gz,23,nan
SAM-vit_h,spleen_12.nii.gz,24,nan
SAM-vit_h,spleen_12.nii.gz,25,nan
SAM-vit_h,spleen_12.nii.gz,26,nan
SAM-vit_h,spleen_12.nii.gz,27,nan
SAM-vit_h,spleen_12.nii.gz,28,nan
SAM-vit_h,spleen_12.nii.gz,29,nan
SAM-vit_h,spleen_12.nii.gz,30,nan
SAM-vit_h,spleen_12.nii.gz,31,nan
SAM-vit_h,spleen_12.nii.gz,32,nan
SAM-vit_h,spleen_12.nii.gz,33,nan
SAM-vit_h,spleen_12.nii.gz,34,nan
SAM-vit_h,spleen_12.nii.gz,35,nan
SAM-vit_h,spleen_12.nii.gz,36,nan
SAM-vit_h,spleen_12.nii.gz,37,nan
SAM-vit_h,spleen_12.nii.gz,38,nan
SAM-vit_h,spleen_12.nii.gz,39,nan
SAM-vit_h,spleen_12.nii.gz,40,nan
SAM-vit_h,spleen_12.nii.gz,41,nan
SAM-vit_h,spleen_12.nii.gz,42,nan
SAM-vit_h,spleen_12.nii.gz,43,nan
SAM-vit_h,spleen_12.nii.gz,44,nan
SAM-vit_h,spleen_12.nii.gz,45,nan
SAM-vit_h,spleen_12.nii.gz,46,nan
SAM-vit_h,spleen_12.nii.gz,47,nan
SAM-vit_h,spleen_12.nii.gz,48,nan
SAM-vit_h,spleen_12.nii.gz,49,nan
SAM-vit_h,spleen_12.nii.gz,50,nan
SAM-vit_h,spleen_12.nii.gz,51,nan
SAM-vit_h,spleen_12.nii.gz,52,nan
SAM-vit_h,spleen_12.nii.gz,53,nan
SAM-vit_h,spleen_12.nii.gz,54,nan
SAM-vit_h,spleen_12.nii.gz,55,nan
SAM-vit_h,spleen_12.nii.gz,56,nan
SAM-vit_h,spleen_12.nii.gz,57,nan
SAM-vit_h,spleen_12.nii.gz,58,nan
SAM-vit_h,spleen_12.nii.gz,59,nan
SAM-vit_h,spleen_12.nii.gz,60,nan
SAM-vit_h,spleen_12.nii.gz,61,nan
SAM-vit_h,spleen_12.nii.gz,62,0.5822784810126582
SAM-vit_h,spleen_12.nii.gz,63,0.7343941248470012
SAM-vit_h,spleen_12.nii.gz,64,0.8407120036513007
SAM-vit_h,spleen_12.nii.gz,65,0.8676631425446591
SAM-vit_h,spleen_12.nii.gz,66,0.8761904761904762
SAM-vit_h,spleen_12.nii.gz,67,0.8857833915614082
SAM-vit_h,spleen_12.nii.gz,68,0.8725023786869648
SAM-vit_h,spleen_12.nii.gz,69,0.8705627705627705
SAM-vit_h,spleen_12.nii.gz,70,0.88141663350577
SAM-vit_h,spleen_12.nii.gz,71,0.8912126215373326
SAM-vit_h,spleen_12.nii.gz,72,0.9068301822517458
SAM-vit_h,spleen_12.nii.gz,73,0.9104360144813474
SAM-vit_h,spleen_12.nii.gz,74,0.9180852611668849
SAM-vit_h,spleen_12.nii.gz,75,0.9150326797385621
SAM-vit_h,spleen_12.nii.gz,76,0.914116485686081
SAM-vit_h,spleen_12.nii.gz,77,0.9244845957841094
SAM-vit_h,spleen_12.nii.gz,78,0.9341577177568066
SAM-vit_h,spleen_12.nii.gz,79,0.9409484956654768
SAM-vit_h,spleen_12.nii.gz,80,0.9489727018423845
SAM-vit_h,spleen_12.nii.gz,81,0.9384642667139563
SAM-vit_h,spleen_12.nii.gz,82,0.953616878767582
SAM-vit_h,spleen_12.nii.gz,83,0.9589784517158819
SAM-vit_h,spleen_12.nii.gz,84,0.9648508825319537
SAM-vit_h,spleen_12.nii.gz,85,0.9555808656036446
SAM-vit_h,spleen_12.nii.gz,86,0.956989247311828
SAM-vit_h,spleen_12.nii.gz,87,0.9594918659666861
SAM-vit_h,spleen_12.nii.gz,88,0.9621198213083655
SAM-vit_h,spleen_12.nii.gz,89,0.9646758075761097
SAM-vit_h,spleen_12.nii.gz,90,0.9672366243794815
SAM-vit_h,spleen_12.nii.gz,91,0.9753381066030231
SAM-vit_h,spleen_12.nii.gz,92,0.9727797354578418
SAM-vit_h,spleen_12.nii.gz,93,0.9712166172106825
SAM-vit_h,spleen_12.nii.gz,94,0.9695288208562545
SAM-vit_h,spleen_12.nii.gz,95,0.9641947287970726
SAM-vit_h,spleen_12.nii.gz,96,0.9622042962023022
SAM-vit_h,spleen_12.nii.gz,97,0.9620241867106966
SAM-vit_h,spleen_12.nii.gz,98,0.9629531505276637
SAM-vit_h,spleen_12.nii.gz,99,0.9727305027535974
SAM-vit_h,spleen_12.nii.gz,100,0.9706760316066725
SAM-vit_h,spleen_12.nii.gz,101,0.969285343485032
SAM-vit_h,spleen_12.nii.gz,102,0.9730935930996009
SAM-vit_h,spleen_12.nii.gz,103,0.9702710703260455
SAM-vit_h,spleen_12.nii.gz,104,0.9698602458326318
SAM-vit_h,spleen_12.nii.gz,105,0.9690385659967409
SAM-vit_h,spleen_12.nii.gz,106,0.971442948798591
SAM-vit_h,spleen_12.nii.gz,107,0.9761219305673159
SAM-vit_h,spleen_12.nii.gz,108,0.9766844919786096
SAM-vit_h,spleen_12.nii.gz,109,0.9747124456123724
SAM-vit_h,spleen_12.nii.gz,110,0.9732485186476124
SAM-vit_h,spleen_12.nii.gz,111,0.9714762155520449
SAM-vit_h,spleen_12.nii.gz,112,0.9729875258009513
SAM-vit_h,spleen_12.nii.gz,113,0.9631164525486946
SAM-vit_h,spleen_12.nii.gz,114,0.9696998036098382
SAM-vit_h,spleen_12.nii.gz,115,0.7916265825220302
SAM-vit_h,spleen_12.nii.gz,116,0.859352720044938
SAM-vit_h,spleen_12.nii.gz,117,0.8887563102340523
SAM-vit_h,spleen_12.nii.gz,118,0.8337573079841121
SAM-vit_h,spleen_12.nii.gz,119,0.7327931909321549
SAM-vit_h,spleen_12.nii.gz,120,0.8368508883871602
SAM-vit_h,spleen_12.nii.gz,121,0.8582179252678338
SAM-vit_h,spleen_12.nii.gz,122,0.8451294168188165
SAM-vit_h,spleen_12.nii.gz,123,0.9001912502988286
SAM-vit_h,spleen_12.nii.gz,124,0.9015108770609993
SAM-vit_h,spleen_12.nii.gz,125,0.8919324333137677
SAM-vit_h,spleen_12.nii.gz,126,0.8737955663365002
SAM-vit_h,spleen_12.nii.gz,127,0.858548931383577
SAM-vit_h,spleen_12.nii.gz,128,0.8515001898974554
SAM-vit_h,spleen_12.nii.gz,129,0.8351753200286237
SAM-vit_h,spleen_12.nii.gz,130,0.8002599301437738
SAM-vit_h,spleen_12.nii.gz,131,0.8051448070697349
SAM-vit_h,spleen_12.nii.gz,132,0.7686527106816962
SAM-vit_h,spleen_12.nii.gz,133,0.7891169826146744
SAM-vit_h,spleen_12.nii.gz,134,0.7780087299937642
SAM-vit_h,spleen_12.nii.gz,135,0.7397405911120561
SAM-vit_h,spleen_12.nii.gz,136,0.7185426740132689
SAM-vit_h,spleen_12.nii.gz,137,0.7014870345336119
SAM-vit_h,spleen_12.nii.gz,138,0.7982832618025751
SAM-vit_h,spleen_12.nii.gz,139,0.7793522267206477
SAM-vit_h,spleen_12.nii.gz,140,0.776454576386526
SAM-vit_h,spleen_12.nii.gz,141,0.6643802057814797
SAM-vit_h,spleen_12.nii.gz,142,nan
SAM-vit_h,spleen_12.nii.gz,143,nan
SAM-vit_h,spleen_12.nii.gz,144,nan
SAM-vit_h,spleen_12.nii.gz,145,nan
SAM-vit_h,spleen_12.nii.gz,146,nan
SAM-vit_h,spleen_12.nii.gz,147,nan
SAM-vit_h,spleen_12.nii.gz,148,nan
SAM-vit_h,spleen_12.nii.gz,149,nan
SAM-vit_h,spleen_12.nii.gz,150,nan
SAM-vit_h,spleen_12.nii.gz,151,nan
SAM-vit_h,spleen_12.nii.gz,152,nan
SAM-vit_h,spleen_12.nii.gz,153,nan
SAM-vit_h,spleen_12.nii.gz,154,nan
SAM-vit_h,spleen_12.nii.gz,155,nan
SAM-vit_h,spleen_12.nii.gz,156,nan
SAM-vit_h,spleen_12.nii.gz,157,nan
SAM-vit_h,spleen_12.nii.gz,158,nan
SAM-vit_h,spleen_12.nii.gz,159,nan
SAM-vit_h,spleen_12.nii.gz,160,nan
SAM-vit_h,spleen_12.nii.gz,161,nan
SAM-vit_h,spleen_12.nii.gz,162,nan
SAM-vit_h,spleen_12.nii.gz,163,nan
SAM-vit_h,spleen_12.nii.gz,164,nan
SAM-vit_h,spleen_12.nii.gz,165,nan
SAM-vit_h,spleen_12.nii.gz,166,nan
SAM-vit_h,spleen_12.nii.gz,167,nan
SAM-vit_h,spleen_13.nii.gz,0,nan
SAM-vit_h,spleen_13.nii.gz,1,nan
SAM-vit_h,spleen_13.nii.gz,2,nan
SAM-vit_h,spleen_13.nii.gz,3,nan
SAM-vit_h,spleen_13.nii.gz,4,nan
SAM-vit_h,spleen_13.nii.gz,5,nan
SAM-vit_h,spleen_13.nii.gz,6,nan
SAM-vit_h,spleen_13.nii.gz,7,nan
SAM-vit_h,spleen_13.nii.gz,8,nan
SAM-vit_h,spleen_13.nii.gz,9,nan
SAM-vit_h,spleen_13.nii.gz,10,nan
SAM-vit_h,spleen_13.nii.gz,11,nan
SAM-vit_h,spleen_13.nii.gz,12,nan
SAM-vit_h,spleen_13.nii.gz,13,nan
SAM-vit_h,spleen_13.nii.gz,14,nan
SAM-vit_h,spleen_13.nii.gz,15,nan
SAM-vit_h,spleen_13.nii.gz,16,nan
SAM-vit_h,spleen_13.nii.gz,17,nan
SAM-vit_h,spleen_13.nii.gz,18,nan
SAM-vit_h,spleen_13.nii.gz,19,nan
SAM-vit_h,spleen_13.nii.gz,20,nan
SAM-vit_h,spleen_13.nii.gz,21,nan
SAM-vit_h,spleen_13.nii.gz,22,nan
SAM-vit_h,spleen_13.nii.gz,23,nan
SAM-vit_h,spleen_13.nii.gz,24,nan
SAM-vit_h,spleen_13.nii.gz,25,nan
SAM-vit_h,spleen_13.nii.gz,26,0.7028901734104046
SAM-vit_h,spleen_13.nii.gz,27,0.88258615431534
SAM-vit_h,spleen_13.nii.gz,28,0.7105871474803513
SAM-vit_h,spleen_13.nii.gz,29,0.9217391304347826
SAM-vit_h,spleen_13.nii.gz,30,0.9273196576552099
SAM-vit_h,spleen_13.nii.gz,31,0.9348611284095155
SAM-vit_h,spleen_13.nii.gz,32,0.9400638373330181
SAM-vit_h,spleen_13.nii.gz,33,0.9430539609644087
SAM-vit_h,spleen_13.nii.gz,34,0.9465975664713835
SAM-vit_h,spleen_13.nii.gz,35,0.9557228248837725
SAM-vit_h,spleen_13.nii.gz,36,0.9528863857901008
SAM-vit_h,spleen_13.nii.gz,37,0.9506886762695825
SAM-vit_h,spleen_13.nii.gz,38,0.9481033764068362
SAM-vit_h,spleen_13.nii.gz,39,0.9461161651504548
SAM-vit_h,spleen_13.nii.gz,40,0.9488028031925249
SAM-vit_h,spleen_13.nii.gz,41,0.9540489302157624
SAM-vit_h,spleen_13.nii.gz,42,0.9639519359145527
SAM-vit_h,spleen_13.nii.gz,43,0.9669149489000519
SAM-vit_h,spleen_13.nii.gz,44,0.9463949586709224
SAM-vit_h,spleen_13.nii.gz,45,0.9440251572327044
SAM-vit_h,spleen_13.nii.gz,46,0.9743145743145744
SAM-vit_h,spleen_13.nii.gz,47,0.9744020142677298
SAM-vit_h,spleen_13.nii.gz,48,0.9689636313918513
SAM-vit_h,spleen_13.nii.gz,49,0.9552199258081611
SAM-vit_h,spleen_13.nii.gz,50,0.9743383584589614
SAM-vit_h,spleen_13.nii.gz,51,0.9673117154811716
SAM-vit_h,spleen_13.nii.gz,52,0.9704126821128297
SAM-vit_h,spleen_13.nii.gz,53,0.9628715924509683
SAM-vit_h,spleen_13.nii.gz,54,0.9654625335611423
SAM-vit_h,spleen_13.nii.gz,55,0.9700769803824186
SAM-vit_h,spleen_13.nii.gz,56,0.9661373636885403
SAM-vit_h,spleen_13.nii.gz,57,0.9040110998990918
SAM-vit_h,spleen_13.nii.gz,58,0.9291490979470519
SAM-vit_h,spleen_13.nii.gz,59,0.9327631966971395
SAM-vit_h,spleen_13.nii.gz,60,0.8874952198852772
SAM-vit_h,spleen_13.nii.gz,61,0.866973672777826
SAM-vit_h,spleen_13.nii.gz,62,0.8538545059717698
SAM-vit_h,spleen_13.nii.gz,63,0.8647619047619047
SAM-vit_h,spleen_13.nii.gz,64,0.83078231292517
SAM-vit_h,spleen_13.nii.gz,65,0.7699757869249395
SAM-vit_h,spleen_13.nii.gz,66,nan
SAM-vit_h,spleen_13.nii.gz,67,nan
SAM-vit_h,spleen_13.nii.gz,68,nan
SAM-vit_h,spleen_13.nii.gz,69,nan
SAM-vit_h,spleen_13.nii.gz,70,nan
SAM-vit_h,spleen_13.nii.gz,71,nan
SAM-vit_h,spleen_13.nii.gz,72,nan
SAM-vit_h,spleen_13.nii.gz,73,nan
SAM-vit_h,spleen_13.nii.gz,74,nan
SAM-vit_h,spleen_13.nii.gz,75,nan
SAM-vit_h,spleen_13.nii.gz,76,nan
SAM-vit_h,spleen_14.nii.gz,0,nan
SAM-vit_h,spleen_14.nii.gz,1,nan
SAM-vit_h,spleen_14.nii.gz,2,nan
SAM-vit_h,spleen_14.nii.gz,3,nan
SAM-vit_h,spleen_14.nii.gz,4,nan
SAM-vit_h,spleen_14.nii.gz,5,nan
SAM-vit_h,spleen_14.nii.gz,6,nan
SAM-vit_h,spleen_14.nii.gz,7,nan
SAM-vit_h,spleen_14.nii.gz,8,nan
SAM-vit_h,spleen_14.nii.gz,9,nan
SAM-vit_h,spleen_14.nii.gz,10,nan
SAM-vit_h,spleen_14.nii.gz,11,nan
SAM-vit_h,spleen_14.nii.gz,12,nan
SAM-vit_h,spleen_14.nii.gz,13,nan
SAM-vit_h,spleen_14.nii.gz,14,nan
SAM-vit_h,spleen_14.nii.gz,15,nan
SAM-vit_h,spleen_14.nii.gz,16,nan
SAM-vit_h,spleen_14.nii.gz,17,nan
SAM-vit_h,spleen_14.nii.gz,18,nan
SAM-vit_h,spleen_14.nii.gz,19,nan
SAM-vit_h,spleen_14.nii.gz,20,nan
SAM-vit_h,spleen_14.nii.gz,21,nan
SAM-vit_h,spleen_14.nii.gz,22,nan
SAM-vit_h,spleen_14.nii.gz,23,0.4577114427860697
SAM-vit_h,spleen_14.nii.gz,24,0.8541666666666666
SAM-vit_h,spleen_14.nii.gz,25,0.9149389653167991
SAM-vit_h,spleen_14.nii.gz,26,0.8927335640138409
SAM-vit_h,spleen_14.nii.gz,27,0.8842435959400676
SAM-vit_h,spleen_14.nii.gz,28,0.9131682431714316
SAM-vit_h,spleen_14.nii.gz,29,0.9357425838245241
SAM-vit_h,spleen_14.nii.gz,30,0.9046377498617366
SAM-vit_h,spleen_14.nii.gz,31,0.8950222972158611
SAM-vit_h,spleen_14.nii.gz,32,0.9304485727231536
SAM-vit_h,spleen_14.nii.gz,33,0.9449244060475162
SAM-vit_h,spleen_14.nii.gz,34,0.8070629883866511
SAM-vit_h,spleen_14.nii.gz,35,0.9245545790712193
SAM-vit_h,spleen_14.nii.gz,36,0.9274334563823586
SAM-vit_h,spleen_14.nii.gz,37,0.9042383046781287
SAM-vit_h,spleen_14.nii.gz,38,0.8737581535373808
SAM-vit_h,spleen_14.nii.gz,39,0.9046383026746417
SAM-vit_h,spleen_14.nii.gz,40,0.8790049001130795
SAM-vit_h,spleen_14.nii.gz,41,0.7929892354402429
SAM-vit_h,spleen_14.nii.gz,42,0.8182879377431906
SAM-vit_h,spleen_14.nii.gz,43,0.7449368946287056
SAM-vit_h,spleen_14.nii.gz,44,nan
SAM-vit_h,spleen_14.nii.gz,45,nan
SAM-vit_h,spleen_14.nii.gz,46,nan
SAM-vit_h,spleen_14.nii.gz,47,nan
SAM-vit_h,spleen_14.nii.gz,48,nan
SAM-vit_h,spleen_14.nii.gz,49,nan
SAM-vit_h,spleen_14.nii.gz,50,nan
SAM-vit_h,spleen_14.nii.gz,51,nan
SAM-vit_h,spleen_14.nii.gz,52,nan
SAM-vit_h,spleen_14.nii.gz,53,nan
SAM-vit_h,spleen_16.nii.gz,0,nan
SAM-vit_h,spleen_16.nii.gz,1,nan
SAM-vit_h,spleen_16.nii.gz,2,nan
SAM-vit_h,spleen_16.nii.gz,3,nan
SAM-vit_h,spleen_16.nii.gz,4,nan
SAM-vit_h,spleen_16.nii.gz,5,nan
SAM-vit_h,spleen_16.nii.gz,6,nan
SAM-vit_h,spleen_16.nii.gz,7,nan
SAM-vit_h,spleen_16.nii.gz,8,nan
SAM-vit_h,spleen_16.nii.gz,9,nan
SAM-vit_h,spleen_16.nii.gz,10,nan
SAM-vit_h,spleen_16.nii.gz,11,nan
SAM-vit_h,spleen_16.nii.gz,12,nan
SAM-vit_h,spleen_16.nii.gz,13,nan
SAM-vit_h,spleen_16.nii.gz,14,nan
SAM-vit_h,spleen_16.nii.gz,15,nan
SAM-vit_h,spleen_16.nii.gz,16,nan
SAM-vit_h,spleen_16.nii.gz,17,nan
SAM-vit_h,spleen_16.nii.gz,18,nan
SAM-vit_h,spleen_16.nii.gz,19,nan
SAM-vit_h,spleen_16.nii.gz,20,nan
SAM-vit_h,spleen_16.nii.gz,21,nan
SAM-vit_h,spleen_16.nii.gz,22,nan
SAM-vit_h,spleen_16.nii.gz,23,nan
SAM-vit_h,spleen_16.nii.gz,24,nan
SAM-vit_h,spleen_16.nii.gz,25,nan
SAM-vit_h,spleen_16.nii.gz,26,nan
SAM-vit_h,spleen_16.nii.gz,27,nan
SAM-vit_h,spleen_16.nii.gz,28,nan
SAM-vit_h,spleen_16.nii.gz,29,nan
SAM-vit_h,spleen_16.nii.gz,30,nan
SAM-vit_h,spleen_16.nii.gz,31,nan
SAM-vit_h,spleen_16.nii.gz,32,nan
SAM-vit_h,spleen_16.nii.gz,33,nan
SAM-vit_h,spleen_16.nii.gz,34,nan
SAM-vit_h,spleen_16.nii.gz,35,nan
SAM-vit_h,spleen_16.nii.gz,36,nan
SAM-vit_h,spleen_16.nii.gz,37,nan
SAM-vit_h,spleen_16.nii.gz,38,nan
SAM-vit_h,spleen_16.nii.gz,39,0.6520618556701031
SAM-vit_h,spleen_16.nii.gz,40,0.8542007956938918
SAM-vit_h,spleen_16.nii.gz,41,0.8321041214750542
SAM-vit_h,spleen_16.nii.gz,42,0.9237400530503979
SAM-vit_h,spleen_16.nii.gz,43,0.8954065128315721
SAM-vit_h,spleen_16.nii.gz,44,0.8844272468423743
SAM-vit_h,spleen_16.nii.gz,45,0.9558810151914855
SAM-vit_h,spleen_16.nii.gz,46,0.8734892787524366
SAM-vit_h,spleen_16.nii.gz,47,0.8787068855797379
SAM-vit_h,spleen_16.nii.gz,48,0.7816240698802976
SAM-vit_h,spleen_16.nii.gz,49,0.5535781900795154
SAM-vit_h,spleen_16.nii.gz,50,nan
SAM-vit_h,spleen_16.nii.gz,51,nan
SAM-vit_h,spleen_16.nii.gz,52,nan
SAM-vit_h,spleen_16.nii.gz,53,nan
SAM-vit_h,spleen_16.nii.gz,54,nan
SAM-vit_h,spleen_16.nii.gz,55,nan
SAM-vit_h,spleen_16.nii.gz,56,nan
SAM-vit_h,spleen_16.nii.gz,57,nan
SAM-vit_h,spleen_16.nii.gz,58,nan
SAM-vit_h,spleen_16.nii.gz,59,nan
SAM-vit_h,spleen_16.nii.gz,60,nan
SAM-vit_h,spleen_17.nii.gz,0,nan
SAM-vit_h,spleen_17.nii.gz,1,nan
SAM-vit_h,spleen_17.nii.gz,2,nan
SAM-vit_h,spleen_17.nii.gz,3,nan
SAM-vit_h,spleen_17.nii.gz,4,nan
SAM-vit_h,spleen_17.nii.gz,5,nan
SAM-vit_h,spleen_17.nii.gz,6,nan
SAM-vit_h,spleen_17.nii.gz,7,nan
SAM-vit_h,spleen_17.nii.gz,8,nan
SAM-vit_h,spleen_17.nii.gz,9,nan
SAM-vit_h,spleen_17.nii.gz,10,nan
SAM-vit_h,spleen_17.nii.gz,11,nan
SAM-vit_h,spleen_17.nii.gz,12,nan
SAM-vit_h,spleen_17.nii.gz,13,nan
SAM-vit_h,spleen_17.nii.gz,14,nan
SAM-vit_h,spleen_17.nii.gz,15,nan
SAM-vit_h,spleen_17.nii.gz,16,nan
SAM-vit_h,spleen_17.nii.gz,17,nan
SAM-vit_h,spleen_17.nii.gz,18,nan
SAM-vit_h,spleen_17.nii.gz,19,nan
SAM-vit_h,spleen_17.nii.gz,20,nan
SAM-vit_h,spleen_17.nii.gz,21,nan
SAM-vit_h,spleen_17.nii.gz,22,nan
SAM-vit_h,spleen_17.nii.gz,23,nan
SAM-vit_h,spleen_17.nii.gz,24,nan
SAM-vit_h,spleen_17.nii.gz,25,nan
SAM-vit_h,spleen_17.nii.gz,26,nan
SAM-vit_h,spleen_17.nii.gz,27,nan
SAM-vit_h,spleen_17.nii.gz,28,nan
SAM-vit_h,spleen_17.nii.gz,29,nan
SAM-vit_h,spleen_17.nii.gz,30,nan
SAM-vit_h,spleen_17.nii.gz,31,nan
SAM-vit_h,spleen_17.nii.gz,32,nan
SAM-vit_h,spleen_17.nii.gz,33,nan
SAM-vit_h,spleen_17.nii.gz,34,nan
SAM-vit_h,spleen_17.nii.gz,35,nan
SAM-vit_h,spleen_17.nii.gz,36,nan
SAM-vit_h,spleen_17.nii.gz,37,nan
SAM-vit_h,spleen_17.nii.gz,38,nan
SAM-vit_h,spleen_17.nii.gz,39,nan
SAM-vit_h,spleen_17.nii.gz,40,nan
SAM-vit_h,spleen_17.nii.gz,41,nan
SAM-vit_h,spleen_17.nii.gz,42,nan
SAM-vit_h,spleen_17.nii.gz,43,nan
SAM-vit_h,spleen_17.nii.gz,44,nan
SAM-vit_h,spleen_17.nii.gz,45,nan
SAM-vit_h,spleen_17.nii.gz,46,nan
SAM-vit_h,spleen_17.nii.gz,47,nan
SAM-vit_h,spleen_17.nii.gz,48,nan
SAM-vit_h,spleen_17.nii.gz,49,nan
SAM-vit_h,spleen_17.nii.gz,50,nan
SAM-vit_h,spleen_17.nii.gz,51,nan
SAM-vit_h,spleen_17.nii.gz,52,nan
SAM-vit_h,spleen_17.nii.gz,53,nan
SAM-vit_h,spleen_17.nii.gz,54,nan
SAM-vit_h,spleen_17.nii.gz,55,nan
SAM-vit_h,spleen_17.nii.gz,56,0.7572254335260116
SAM-vit_h,spleen_17.nii.gz,57,0.8847497089639115
SAM-vit_h,spleen_17.nii.gz,58,0.9114614918132201
SAM-vit_h,spleen_17.nii.gz,59,0.950768429278458
SAM-vit_h,spleen_17.nii.gz,60,0.9484987946526408
SAM-vit_h,spleen_17.nii.gz,61,0.9507436739424378
SAM-vit_h,spleen_17.nii.gz,62,0.9571171171171171
SAM-vit_h,spleen_17.nii.gz,63,0.946767422334173
SAM-vit_h,spleen_17.nii.gz,64,0.9153681637641308
SAM-vit_h,spleen_17.nii.gz,65,0.9247372905424596
SAM-vit_h,spleen_17.nii.gz,66,0.9365891076451035
SAM-vit_h,spleen_17.nii.gz,67,0.9359209921910887
SAM-vit_h,spleen_17.nii.gz,68,0.9595311808934099
SAM-vit_h,spleen_17.nii.gz,69,0.9596799663122434
SAM-vit_h,spleen_17.nii.gz,70,0.9531551671578091
SAM-vit_h,spleen_17.nii.gz,71,0.9608729846637829
SAM-vit_h,spleen_17.nii.gz,72,0.969034255854461
SAM-vit_h,spleen_17.nii.gz,73,0.9666320068059363
SAM-vit_h,spleen_17.nii.gz,74,0.9442628903413217
SAM-vit_h,spleen_17.nii.gz,75,0.9639647985178323
SAM-vit_h,spleen_17.nii.gz,76,0.9595921450151057
SAM-vit_h,spleen_17.nii.gz,77,0.9577297082754515
